"","UsageClass","CheckoutType","MaterialType","CheckoutYear","CheckoutMonth","Checkouts","Title","ISBN","Creator","Subjects","Publisher","PublicationYear"
"2224","Digital","OverDrive","EBOOK",2020,11,22,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Disney Digital Books","2011"
"2225","Physical","Horizon","BOOK",2020,11,15,"The lightning thief / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Fantasy, Mythological fiction","Hyperion Books for Children,","2005"
"2226","Digital","OverDrive","EBOOK",2020,11,16,"The Mark of Athena: The Heroes of Olympus Series, Book 3","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2015"
"2227","Digital","OverDrive","AUDIOBOOK",2020,11,21,"The Sword of Summer: Magnus Chase and the Gods of Asgard Series, Book 1 (unabridged) (Unabridged)","","Rick Riordan","Mythology, Young Adult Fiction, Young Adult Literature","Books on Tape","2015"
"2228","Digital","OverDrive","EBOOK",2020,11,29,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"2229","Digital","OverDrive","AUDIOBOOK",2020,11,17,"The Dark Prophecy: The Trials of Apollo Series, Book 2 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2017"
"2230","Digital","OverDrive","EBOOK",2020,11,14,"The Throne of Fire: The Kane Chronicles, Book 2","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2014"
"2231","Physical","Horizon","BOOK",2020,11,11,"The lost hero / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Camps Juvenile fiction, Hera Greek deity Juvenile fiction, Gaia Greek deity Juvenile fiction, Monsters Juvenile fiction, Mythological fiction","Disney/Hyperion Books,","2010"
"2232","Digital","OverDrive","EBOOK",2020,11,18,"The Ship of the Dead: Magnus Chase and the Gods of Asgard Series, Book 3","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2017"
"2233","Digital","OverDrive","AUDIOBOOK",2020,11,20,"The Tyrant's Tomb: The Trials of Apollo Series, Book 4 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2019"
"2234","Physical","Horizon","BOOK",2020,11,10,"The tyrant's tomb / Rick Riordan.","","Riordan, Rick","Apollo Deity Juvenile fiction, Gods Greek Juvenile fiction, Mythology Greek Juvenile fiction, Heroes Juvenile fiction, Fantasy fiction","Disney-Hyperion,","2019"
"2235","Physical","Horizon","BOOK",2020,11,13,"The Titan's curse / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Artemis Greek deity Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Titans Mythology Juvenile fiction, Mythological fiction","Miramax Books / Hyperion Books for Children,","2007"
"2236","Digital","OverDrive","EBOOK",2020,11,20,"The Lost Hero: The Graphic Novel: The Heroes of Olympus Graphic Novel Series, Book 1","","Rick Riordan","Comic and Graphic Books, Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2016"
"2237","Digital","OverDrive","EBOOK",2020,11,15,"The Lost Hero: The Heroes of Olympus Series, Book 1","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"2238","Digital","OverDrive","EBOOK",2020,11,15,"The Son of Sobek: Percy Jackson & The Kane Chronicles Crossover Series, Book 1","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology, Short Stories","Disney Digital Books","2015"
"2239","Digital","OverDrive","AUDIOBOOK",2020,11,20,"The Hammer of Thor: Magnus Chase and the Gods of Asgard Series, Book 2 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2016"
"2240","Digital","OverDrive","AUDIOBOOK",2020,11,10,"The Son of Neptune: The Heroes of Olympus Series, Book 2 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2011"
"2241","Physical","Horizon","BOOK",2020,11,12,"Percy Jackson & the Olympians. Book five, The last Olympian : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Orpheus Collar and Antoine Dodé ; lettering by Chris Dickey.","","Riordan, Rick","Jackson Percy Fictitious character Comic books strips etc, Mythology Greek Comic books strips etc, Fate and fatalism Comic books strips etc, Monsters Comic books strips etc, Animals Mythical Comic books strips etc, Titans Mythology Comic books strips etc, Cartoons and comics, Comics adaptations, Graphic novels","Disney-Hyperion,","2019"
"2242","Digital","OverDrive","EBOOK",2020,11,18,"The Hidden Oracle: Trials of Apollo Series, Book 1","","Rick Riordan","Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2016"
"2243","Physical","Horizon","BOOK",2020,11,12,"The House of Hades / Rick Riordan.","","Riordan, Rick","Monsters Juvenile fiction, Mythology Greek Juvenile fiction, Mythology Roman Juvenile fiction, Prophecies Juvenile fiction, Fantasy fiction, Mythological fiction","Disney/Hyperion Books,","2013"
"2244","Digital","OverDrive","EBOOK",2020,11,12,"The Lightning Thief: The Graphic Novel: Percy Jackson and the Olympians Graphic Novel Series, Book 1","","Rick Riordan","Comic and Graphic Books, Juvenile Fiction","Disney Digital Books","2016"
"2245","Digital","OverDrive","EBOOK",2020,11,14,"Battle of the Labyrinth: Percy Jackson and the Olympians Graphic Novel Series, Book 4","","Rick Riordan","Comic and Graphic Books, Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2018"
"2246","Digital","OverDrive","EBOOK",2020,11,18,"The House of Hades: The Heroes of Olympus Series, Book 4","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2015"
"2247","Digital","OverDrive","AUDIOBOOK",2020,11,20,"The Hidden Oracle: The Trials of Apollo Series, Book 1 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2016"
"2248","Digital","OverDrive","EBOOK",2020,11,18,"The Titan's Curse: Percy Jackson and the Olympians Series, Book 3","","Rick Riordan","Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2011"
"2249","Digital","OverDrive","EBOOK",2020,11,18,"The Tyrant's Tomb: The Trials of Apollo Series, Book 4","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2019"
"2250","Digital","OverDrive","EBOOK",2020,11,12,"The Red Pyramid: The Kane Chronicles, Book 1","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"2251","Digital","OverDrive","AUDIOBOOK",2020,11,22,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2007"
"2252","Digital","OverDrive","AUDIOBOOK",2020,11,19,"The Blood of Olympus: The Heroes of Olympus Series, Book 5 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2014"
"2253","Digital","OverDrive","EBOOK",2020,11,10,"The Serpent's Shadow: The Kane Chronicles, Book 3","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2014"
"2254","Digital","OverDrive","EBOOK",2020,11,31,"The Tower of Nero: The Trials of Apollo Series, Book 5","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2020"
"2255","Digital","OverDrive","EBOOK",2020,11,13,"Serpent's Shadow: The Kane Chronicles Graphic Novel Series, Book 3","","Rick Riordan","Comic and Graphic Books, Fantasy, Juvenile Fiction, Juvenile Literature","Disney Digital Books","2017"
"2256","Digital","OverDrive","EBOOK",2020,11,11,"The Red Pyramid: The Graphic Novel: The Kane Chronicles Graphic Novel Series, Book 1","","Rick Riordan","Comic and Graphic Books, Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2015"
"2257","Digital","OverDrive","EBOOK",2020,11,15,"The Blood of Olympus: The Heroes of Olympus Series, Book 5","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Disney Digital Books","2015"
"2258","Digital","OverDrive","AUDIOBOOK",2020,11,19,"The Titan's Curse: Percy Jackson and the Olympians Series, Book 3 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2007"
"2259","Digital","OverDrive","EBOOK",2020,11,17,"The Burning Maze: Trials of Apollo Series, Book 3","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2018"
"2260","Physical","Horizon","BOOK",2020,11,13,"The sea of monsters / Rick Riordan.","","Riordan, Rick","Hades Greek deity Juvenile fiction, Mythology Greek Juvenile fiction, Camps Juvenile fiction, Friendship Juvenile fiction, Fathers and sons Juvenile fiction, Poseidon Greek deity Juvenile fiction, Zeus Greek deity Juvenile fiction, Fantasy fiction, Mythological fiction","Miramax Books/Hyperion Books for Children,","2006"
"2261","Digital","OverDrive","EBOOK",2020,11,21,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2019"
"2262","Digital","OverDrive","EBOOK",2020,11,20,"Percy Jackson's Greek Gods","","Rick Riordan","Juvenile Fiction, Mythology","Disney Digital Books","2016"
"2263","Digital","OverDrive","AUDIOBOOK",2020,11,15,"The House of Hades: The Heroes of Olympus Series, Book 4 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Books on Tape","2013"
"2264","Digital","OverDrive","AUDIOBOOK",2020,11,19,"The Ship of the Dead: Magnus Chase and the Gods of Asgard Series, Book 3 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2017"
"2265","Digital","OverDrive","EBOOK",2020,11,14,"The Sea of Monsters: The Graphic Novel: Percy Jackson and the Olympians Graphic Novel Series, Book 2","","Rick Riordan","Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2016"
"2266","Digital","OverDrive","EBOOK",2020,11,15,"The Dark Prophecy: Trials of Apollo Series, Book 2","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2017"
"2267","Digital","OverDrive","AUDIOBOOK",2020,11,10,"The Lost Hero: The Heroes of Olympus Series, Book 1 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2010"
"2268","Digital","OverDrive","AUDIOBOOK",2020,11,20,"The Tower of Nero: The Trials of Apollo Series, Book 5 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2020"
"2269","Digital","OverDrive","AUDIOBOOK",2020,11,18,"The Battle of the Labyrinth: Percy Jackson and the Olympians Series, Book 4 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2008"
"2270","Digital","OverDrive","AUDIOBOOK",2020,11,35,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Books on Tape","2006"
"2271","Physical","Horizon","BOOK",2020,11,13,"Percy Jackson & the Olympians. Book four, The battle of the Labyrinth : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Orpheus Collar and Antoine Dodé ; lettering by Chris Dickey.","","Riordan, Rick","Riordan Rick Battle of the Labyrinth Adaptations, Mythology Greek Comic books strips etc, Labyrinths Comic books strips etc, Camps Comic books strips etc, Monsters Comic books strips etc, Animals Mythical Comic books strips etc, Titans Mythology Comic books strips etc, Comics adaptations, Graphic novels","Disney-Hyperion,","2018"
"2272","Physical","Horizon","BOOK",2020,11,17,"Percy Jackson & the Olympians. Book one, The lightning thief : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by José Villarrubia ; layouts by Orpheus Collar ; lettering by Chris Dickey.","","Riordan, Rick","Hades Greek deity Comic books strips etc, Mythology Greek Comic books strips etc, Camps Comic books strips etc, Friendship Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Zeus Greek deity Comic books strips etc, Cartoons and comics, Graphic novels, Fantasy comics","Disney/Hyperion Books,","2010"
"2273","Digital","OverDrive","AUDIOBOOK",2020,11,15,"The Burning Maze: The Trials of Apollo Series, Book 3 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2018"
"2274","Physical","Horizon","BOOK",2020,12,11,"Percy Jackson & the Olympians. Book one, The lightning thief : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by José Villarrubia ; layouts by Orpheus Collar ; lettering by Chris Dickey.","","Riordan, Rick","Hades Greek deity Comic books strips etc, Mythology Greek Comic books strips etc, Camps Comic books strips etc, Friendship Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Zeus Greek deity Comic books strips etc, Cartoons and comics, Graphic novels, Fantasy comics","Disney/Hyperion Books,","2010"
"2275","Digital","OverDrive","AUDIOBOOK",2020,12,44,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Books on Tape","2006"
"2276","Digital","OverDrive","AUDIOBOOK",2020,12,18,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Books on Tape","2009"
"2277","Digital","OverDrive","EBOOK",2020,12,11,"The Demigods of Olympus","","Rick Riordan","Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2016"
"2278","Digital","OverDrive","EBOOK",2020,12,18,"The Ship of the Dead: Magnus Chase and the Gods of Asgard Series, Book 3","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2017"
"2279","Digital","OverDrive","EBOOK",2020,12,21,"The Mark of Athena: The Heroes of Olympus Series, Book 3","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2015"
"2280","Digital","OverDrive","EBOOK",2020,12,18,"The Blood of Olympus: The Heroes of Olympus Series, Book 5","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Disney Digital Books","2015"
"2281","Digital","OverDrive","AUDIOBOOK",2020,12,20,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2007"
"2282","Digital","OverDrive","EBOOK",2020,12,23,"Percy Jackson's Greek Gods","","Rick Riordan","Juvenile Fiction, Mythology","Disney Digital Books","2016"
"2283","Physical","Horizon","BOOK",2020,12,12,"The hidden oracle / Rick Riordan.","","Riordan, Rick","Apollo Deity Fiction, Gods Greek Fiction, Mythology Greek Fiction, Mythological fiction","Disney-Hyperion,","2016"
"2284","Digital","OverDrive","EBOOK",2020,12,18,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2019"
"2285","Digital","OverDrive","AUDIOBOOK",2020,12,22,"The Tower of Nero: The Trials of Apollo Series, Book 5 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","Books on Tape","2020"
"2286","Physical","Horizon","BOOK",2020,12,11,"The dark prophecy / Rick Riordan.","","Riordan, Rick","Apollo Deity Juvenile fiction, Gods Greek Juvenile fiction, Mythology Greek Juvenile fiction, Fantasy fiction, Fantasy fiction, Mythological fiction","Disney-Hyperion,","2017"
"2287","Physical","Horizon","BOOK",2020,12,10,"The blood of Olympus / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Mythology Roman Juvenile fiction, Gaia Greek deity Juvenile fiction, Fantasy fiction, Mythological fiction","Disney-Hyperion,","2014"
"2288","Digital","OverDrive","EBOOK",2020,12,12,"Percy Jackson's Greek Heroes","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Disney Digital Books","2016"
"2289","Physical","Horizon","BOOK",2020,12,14,"The mark of Athena / Rick Riordan.","","Riordan, Rick","Mythology Roman Juvenile fiction, Mythology Greek Juvenile fiction, Giants Juvenile fiction, Camps Juvenile fiction, Hera Greek deity Juvenile fiction, Gaia Greek deity Juvenile fiction, Mythological fiction","Disney-Hyperion Books,","2012"
"2290","Digital","OverDrive","AUDIOBOOK",2020,12,17,"The House of Hades: The Heroes of Olympus Series, Book 4 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Books on Tape","2013"
"2291","Digital","OverDrive","AUDIOBOOK",2020,12,13,"The Maze of Bones: The 39 Clues Series, Book 1 (unabridged) (Unabridged)","","Rick Riordan","Juvenile Fiction, Mystery, Suspense","Scholastic Inc. Audiobooks","2009"
